variable,question,label,bank,section,touchpoint,subgroup,role,scale_max,include,n_terisi,ada_di_data,scale_type,pair_key
T_TL3_15,Tellernya berpenampilan rapi dan menarik - kompetitor,Tellernya berpenampilan rapi dan menarik,Kompetitor,Service Experience,Teller,Penampilan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|tellernyaberpenampilanrapidanmenarik|0
T_TL3_14,Tellernya berpenampilan rapi dan menarik - XYZ,Tellernya berpenampilan rapi dan menarik,XYZ,Service Experience,Teller,Penampilan,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellernyaberpenampilanrapidanmenarik|0
T_TL2_5,Tellernya berpenampilan rapi dan menarik,Tellernya berpenampilan rapi dan menarik,XYZ,Service Experience,Teller,Penampilan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellernyaberpenampilanrapidanmenarik|0
T_TL3_51,Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah) - kompetitor,Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah),Kompetitor,Service Experience,Teller,Sikap & Keramahan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|memberikanusahalebihextraeffortuntuknasabahnyamembantumengecekpengisianslipsetoranpenarikanpembayaranverifikasikonfirmasidatanasabah|0
T_TL3_39,Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu) - kompetitor,Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu),Kompetitor,Service Experience,Teller,Sikap & Keramahan,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|menunjukkankeinginanuntukmembantunasabahselalumenanyakanapalagiyangbisadibantu|0
T_TL3_33,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan - kompetitor,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan,Kompetitor,Service Experience,Teller,Sikap & Keramahan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|tellernyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_TL3_30,Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani) - kompetitor,Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani),Kompetitor,Service Experience,Teller,Sikap & Keramahan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|tellernyaramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_TL3_50,Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah) - XYZ,Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah),XYZ,Service Experience,Teller,Sikap & Keramahan,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|memberikanusahalebihextraeffortuntuknasabahnyamembantumengecekpengisianslipsetoranpenarikanpembayaranverifikasikonfirmasidatanasabah|0
T_TL2_17,Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah),Memberikan usaha lebih/extra effort untuk nasabahnya (membantu mengecek pengisian slip setoran/penarikan/pembayaran/verifikasi/konfirmasi data nasabah),XYZ,Service Experience,Teller,Sikap & Keramahan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|memberikanusahalebihextraeffortuntuknasabahnyamembantumengecekpengisianslipsetoranpenarikanpembayaranverifikasikonfirmasidatanasabah|0
T_TL3_38,Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu) - XYZ,Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu),XYZ,Service Experience,Teller,Sikap & Keramahan,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|menunjukkankeinginanuntukmembantunasabahselalumenanyakanapalagiyangbisadibantu|0
T_TL2_13,Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu),Menunjukkan keinginan untuk membantu nasabah (selalu menanyakan apalagi yang bisa dibantu),XYZ,Service Experience,Teller,Sikap & Keramahan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|menunjukkankeinginanuntukmembantunasabahselalumenanyakanapalagiyangbisadibantu|0
T_TL3_32,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan - XYZ,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Teller,Sikap & Keramahan,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellernyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_TL2_11,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan,Tellernya mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Teller,Sikap & Keramahan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellernyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_TL3_29,Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani) - XYZ,Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Teller,Sikap & Keramahan,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellernyaramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_TL2_10,Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani),Tellernya ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Teller,Sikap & Keramahan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellernyaramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_SC2_24,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi - kompetitor,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi,Kompetitor,Service Experience,Security,Keamanan & Kesigapan,Atribut,6,0,544,Ya,SATISFACTION,Security|Kompetitor|mengarahkannasabahdanmengkonfirmasikelengkapandokumenyangdiperlukanuntukbertransaksi|0
T_SC2_23,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi - XYZ,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi,XYZ,Service Experience,Security,Keamanan & Kesigapan,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|mengarahkannasabahdanmengkonfirmasikelengkapandokumenyangdiperlukanuntukbertransaksi|0
T_SC1_8,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi,Mengarahkan nasabah dan mengkonfirmasi kelengkapan dokumen yang diperlukan untuk bertransaksi,XYZ,Service Experience,Security,Keamanan & Kesigapan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|mengarahkannasabahdanmengkonfirmasikelengkapandokumenyangdiperlukanuntukbertransaksi|0
T_SC2_30,Memberikan nomor antrian kepada nasabah - kompetitor,Memberikan nomor antrian kepada nasabah,Kompetitor,Service Experience,Security,Kecepatan & Ketanggapan,Atribut,6,0,544,Ya,SATISFACTION,Security|Kompetitor|memberikannomorantriankepadanasabah|0
T_SC2_33,Mengatur antrian nasabah - kompetitor,Mengatur antrian nasabah,Kompetitor,Service Experience,Security,Kecepatan & Ketanggapan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|mengaturantriannasabah|0
T_SC2_29,Memberikan nomor antrian kepada nasabah - XYZ,Memberikan nomor antrian kepada nasabah,XYZ,Service Experience,Security,Kecepatan & Ketanggapan,Atribut,6,1,1726,Ya,SATISFACTION,Security|XYZ|memberikannomorantriankepadanasabah|0
T_SC1_10,Memberikan nomor antrian kepada nasabah,Memberikan nomor antrian kepada nasabah,XYZ,Service Experience,Security,Kecepatan & Ketanggapan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|memberikannomorantriankepadanasabah|0
T_SC2_32,Mengatur antrian nasabah - XYZ,Mengatur antrian nasabah,XYZ,Service Experience,Security,Kecepatan & Ketanggapan,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|mengaturantriannasabah|0
T_SC1_11,Mengatur antrian nasabah,Mengatur antrian nasabah,XYZ,Service Experience,Security,Kecepatan & Ketanggapan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|mengaturantriannasabah|0
T_SC2_27,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah - kompetitor,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah,Kompetitor,Service Experience,Security,Kompetensi & Solusi,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|memilikipengetahuanyangmemadaiuntukmenjawabpertanyaandarinasabah|0
T_SC2_26,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah - XYZ,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah,XYZ,Service Experience,Security,Kompetensi & Solusi,Atribut,6,1,1726,Ya,SATISFACTION,Security|XYZ|memilikipengetahuanyangmemadaiuntukmenjawabpertanyaandarinasabah|0
T_SC1_9,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah,Memiliki pengetahuan yang memadai untuk menjawab pertanyaan dari nasabah,XYZ,Service Experience,Security,Kompetensi & Solusi,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|memilikipengetahuanyangmemadaiuntukmenjawabpertanyaandarinasabah|0
T_SC2_48,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SEKURITI Bank…? - kompetitor","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SEKURITI Bank…?",Kompetitor,Service Experience,Security,Overall,Overall,6,0,545,Ya,SATISFACTION,
T_SC2_47,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SEKURITI Bank…? - XYZ","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SEKURITI Bank…?",XYZ,Service Experience,Security,Overall,Overall,6,1,1729,Ya,SATISFACTION,
T_SC2_39,Jumlah sekuriti memadai - kompetitor,Jumlah sekuriti memadai,Kompetitor,Service Experience,Security,Pelayanan Umum,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|jumlahsekuritimemadai|0
T_SC2_45,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga - kompetitor,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga,Kompetitor,Service Experience,Security,Pelayanan Umum,Atribut,6,0,544,Ya,SATISFACTION,Security|Kompetitor|keberadaansatpamdalambankinghallyangsiapdansiaga|0
T_SC2_42,Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP) - kompetitor,Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP),Kompetitor,Service Experience,Security,Pelayanan Umum,Atribut,6,0,539,Ya,SATISFACTION,Security|Kompetitor|keberadaansatpamluarbankinghallyangsiapdansiaganauntukkcp|0
T_SC2_21,Menawarkan bantuan saat nasabah datang - kompetitor,Menawarkan bantuan saat nasabah datang,Kompetitor,Service Experience,Security,Pelayanan Umum,Atribut,6,0,544,Ya,SATISFACTION,Security|Kompetitor|menawarkanbantuansaatnasabahdatang|0
T_SC2_36,Mengucapkan terima kasih saat nasabah pulang - kompetitor,Mengucapkan terima kasih saat nasabah pulang,Kompetitor,Service Experience,Security,Pelayanan Umum,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|mengucapkanterimakasihsaatnasabahpulang|0
T_SC2_38,Jumlah sekuriti memadai - XYZ,Jumlah sekuriti memadai,XYZ,Service Experience,Security,Pelayanan Umum,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|jumlahsekuritimemadai|0
T_SC1_13,Jumlah sekuriti memadai,Jumlah sekuriti memadai,XYZ,Service Experience,Security,Pelayanan Umum,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|jumlahsekuritimemadai|0
T_SC2_44,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga - XYZ,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga,XYZ,Service Experience,Security,Pelayanan Umum,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|keberadaansatpamdalambankinghallyangsiapdansiaga|0
T_SC1_15,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga,Keberadaan Satpam Dalam Banking Hall yang siap dan siaga,XYZ,Service Experience,Security,Pelayanan Umum,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|keberadaansatpamdalambankinghallyangsiapdansiaga|0
T_SC2_41,Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP) - XYZ,Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP),XYZ,Service Experience,Security,Pelayanan Umum,Atribut,6,1,1687,Ya,SATISFACTION,Security|XYZ|keberadaansatpamluarbankinghallyangsiapdansiaganauntukkcp|0
T_SC1_14,Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP),Keberadaan Satpam Luar Banking Hall yang siap dan siaga (N/A untuk KCP),XYZ,Service Experience,Security,Pelayanan Umum,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|keberadaansatpamluarbankinghallyangsiapdansiaganauntukkcp|0
T_SC2_20,Menawarkan bantuan saat nasabah datang - XYZ,Menawarkan bantuan saat nasabah datang,XYZ,Service Experience,Security,Pelayanan Umum,Atribut,6,1,1729,Ya,SATISFACTION,Security|XYZ|menawarkanbantuansaatnasabahdatang|0
T_SC1_7,Menawarkan bantuan saat nasabah datang,Menawarkan bantuan saat nasabah datang,XYZ,Service Experience,Security,Pelayanan Umum,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|menawarkanbantuansaatnasabahdatang|0
T_SC2_35,Mengucapkan terima kasih saat nasabah pulang - XYZ,Mengucapkan terima kasih saat nasabah pulang,XYZ,Service Experience,Security,Pelayanan Umum,Atribut,6,1,1730,Ya,SATISFACTION,Security|XYZ|mengucapkanterimakasihsaatnasabahpulang|0
T_SC1_12,Mengucapkan terima kasih saat nasabah pulang,Mengucapkan terima kasih saat nasabah pulang,XYZ,Service Experience,Security,Pelayanan Umum,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|mengucapkanterimakasihsaatnasabahpulang|0
T_SC2_9,Menggunakan seragam sekuriti yang lengkap - kompetitor,Menggunakan seragam sekuriti yang lengkap,Kompetitor,Service Experience,Security,Penampilan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|menggunakanseragamsekuritiyanglengkap|0
T_SC2_6,Penampilannya rapi - kompetitor,Penampilannya rapi,Kompetitor,Service Experience,Security,Penampilan,Atribut,6,0,544,Ya,SATISFACTION,Security|Kompetitor|penampilannyarapi|0
T_SC2_3,"Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk) - kompetitor","Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk)",Kompetitor,Service Experience,Security,Penampilan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|penampilannyasesuaidenganstandartinggitegapbesardantidakgemuk|0
T_SC2_8,Menggunakan seragam sekuriti yang lengkap - XYZ,Menggunakan seragam sekuriti yang lengkap,XYZ,Service Experience,Security,Penampilan,Atribut,6,1,1730,Ya,SATISFACTION,Security|XYZ|menggunakanseragamsekuritiyanglengkap|0
T_SC1_3,Menggunakan seragam sekuriti yang lengkap,Menggunakan seragam sekuriti yang lengkap,XYZ,Service Experience,Security,Penampilan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|menggunakanseragamsekuritiyanglengkap|0
T_SC2_5,Penampilannya rapi - XYZ,Penampilannya rapi,XYZ,Service Experience,Security,Penampilan,Atribut,6,1,1730,Ya,SATISFACTION,Security|XYZ|penampilannyarapi|0
T_SC1_2,Penampilannya rapi,Penampilannya rapi,XYZ,Service Experience,Security,Penampilan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|penampilannyarapi|0
T_SC2_2,"Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk) - XYZ","Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk)",XYZ,Service Experience,Security,Penampilan,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|penampilannyasesuaidenganstandartinggitegapbesardantidakgemuk|0
T_SC1_1,"Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk)","Penampilannya sesuai dengan standar (tinggi, tegap, besar dan tidak gemuk)",XYZ,Service Experience,Security,Penampilan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|penampilannyasesuaidenganstandartinggitegapbesardantidakgemuk|0
T_SC2_15,Berperilaku sopan - kompetitor,Berperilaku sopan,Kompetitor,Service Experience,Security,Sikap & Keramahan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|berperilakusopan|0
T_SC2_18,Mengucapkan salam saat nasabah datang/pulang - kompetitor,Mengucapkan salam saat nasabah datang/pulang,Kompetitor,Service Experience,Security,Sikap & Keramahan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|mengucapkansalamsaatnasabahdatangpulang|0
T_SC2_12,Menyambut nasabah dengan ramah - kompetitor,Menyambut nasabah dengan ramah,Kompetitor,Service Experience,Security,Sikap & Keramahan,Atribut,6,0,545,Ya,SATISFACTION,Security|Kompetitor|menyambutnasabahdenganramah|0
T_SC2_14,Berperilaku sopan - XYZ,Berperilaku sopan,XYZ,Service Experience,Security,Sikap & Keramahan,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|berperilakusopan|0
T_SC1_5,Berperilaku sopan,Berperilaku sopan,XYZ,Service Experience,Security,Sikap & Keramahan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|berperilakusopan|0
T_SC2_17,Mengucapkan salam saat nasabah datang/pulang - XYZ,Mengucapkan salam saat nasabah datang/pulang,XYZ,Service Experience,Security,Sikap & Keramahan,Atribut,6,1,1728,Ya,SATISFACTION,Security|XYZ|mengucapkansalamsaatnasabahdatangpulang|0
T_SC1_6,Mengucapkan salam saat nasabah datang/pulang,Mengucapkan salam saat nasabah datang/pulang,XYZ,Service Experience,Security,Sikap & Keramahan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|mengucapkansalamsaatnasabahdatangpulang|0
T_SC2_11,Menyambut nasabah dengan ramah - XYZ,Menyambut nasabah dengan ramah,XYZ,Service Experience,Security,Sikap & Keramahan,Atribut,6,1,1729,Ya,SATISFACTION,Security|XYZ|menyambutnasabahdenganramah|0
T_SC1_4,Menyambut nasabah dengan ramah,Menyambut nasabah dengan ramah,XYZ,Service Experience,Security,Sikap & Keramahan,Importance,6,1,1730,Ya,IMPORTANCE,Security|XYZ|menyambutnasabahdenganramah|0
T_CA2_4,Cepat dalam memberikan layanan.2,Cepat dalam memberikan layanan,XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|cepatdalammemberikanlayanan|0
T_CA1_4,Cepat dalam memberikan layanan.1,Cepat dalam memberikan layanan,XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|cepatdalammemberikanlayanan|0
T_CA2_18,"Menginformasikan produk, promo, dan kebijakan terbaru kepada nasabah dengan cara yang baik (disesuaikan dengan ketersediaan waktu nasabah).2","Menginformasikan produk, promo, dan kebijakan terbaru kepada nasabah dengan cara yang baik (disesuaikan dengan ketersediaan waktu nasabah)",XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|menginformasikanprodukpromodankebijakanterbarukepadanasabahdengancarayangbaikdisesuaikandenganketersediaanwaktunasabah|0
T_CA1_18,"Menginformasikan produk, promo, dan kebijakan terbaru kepada nasabah dengan cara yang baik (disesuaikan dengan ketersediaan waktu nasabah).1","Menginformasikan produk, promo, dan kebijakan terbaru kepada nasabah dengan cara yang baik (disesuaikan dengan ketersediaan waktu nasabah)",XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|menginformasikanprodukpromodankebijakanterbarukepadanasabahdengancarayangbaikdisesuaikandenganketersediaanwaktunasabah|0
T_CA2_6,Waktu layanan oleh CA cepat.1,Waktu layanan oleh CA cepat,XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|waktulayananolehcacepat|0
T_CA1_6,Waktu layanan oleh CA cepat,Waktu layanan oleh CA cepat,XYZ,Service Experience,Customer Advisor,Kecepatan & Ketanggapan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|waktulayananolehcacepat|0
T_CA2_9,CA memiliki pengetahuan dalam menjawab pertanyaan nasabah atau pengetahuan CA ketika menjelaskan produk kepada nasabah.1,CA memiliki pengetahuan dalam menjawab pertanyaan nasabah atau pengetahuan CA ketika menjelaskan produk kepada nasabah,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|camemilikipengetahuandalammenjawabpertanyaannasabahataupengetahuancaketikamenjelaskanprodukkepadanasabah|0
T_CA1_9,CA memiliki pengetahuan dalam menjawab pertanyaan nasabah atau pengetahuan CA ketika menjelaskan produk kepada nasabah,CA memiliki pengetahuan dalam menjawab pertanyaan nasabah atau pengetahuan CA ketika menjelaskan produk kepada nasabah,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camemilikipengetahuandalammenjawabpertanyaannasabahataupengetahuancaketikamenjelaskanprodukkepadanasabah|0
T_CA2_7,Dapat menangani berbagai macam masalah sesuai kebutuhan.1,Dapat menangani berbagai macam masalah sesuai kebutuhan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|dapatmenanganiberbagaimacammasalahsesuaikebutuhan|0
T_CA1_7,Dapat menangani berbagai macam masalah sesuai kebutuhan,Dapat menangani berbagai macam masalah sesuai kebutuhan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|dapatmenanganiberbagaimacammasalahsesuaikebutuhan|0
T_CA2_11,Memberikan informasi yang lengkap dan akurat.2,Memberikan informasi yang lengkap dan akurat,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|memberikaninformasiyanglengkapdanakurat|0
T_CA1_11,Memberikan informasi yang lengkap dan akurat.1,Memberikan informasi yang lengkap dan akurat,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|memberikaninformasiyanglengkapdanakurat|0
T_CA2_3,Mengetahui pengetahuan yang baik tentang produk perbankan.2,Mengetahui pengetahuan yang baik tentang produk perbankan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Atribut,6,1,69,Ya,SATISFACTION,Customer Advisor|XYZ|mengetahuipengetahuanyangbaiktentangprodukperbankan|0
T_CA1_3,Mengetahui pengetahuan yang baik tentang produk perbankan.1,Mengetahui pengetahuan yang baik tentang produk perbankan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|mengetahuipengetahuanyangbaiktentangprodukperbankan|0
T_CA2_5,Teliti dalam memberikan layanan.2,Teliti dalam memberikan layanan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|telitidalammemberikanlayanan|0
T_CA1_5,Teliti dalam memberikan layanan.1,Teliti dalam memberikan layanan,XYZ,Service Experience,Customer Advisor,Kompetensi & Solusi,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|telitidalammemberikanlayanan|0
T_CA2_20,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER ADVISOR bank","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER ADVISOR bank",XYZ,Service Experience,Customer Advisor,Overall,Overall,6,1,70,Ya,SATISFACTION,
T_CA2_8,CA memiliki keandalan sistem komputer/Laptop yang di gunakan (online).1,CA memiliki keandalan sistem komputer/Laptop yang di gunakan (online),XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|camemilikikeandalansistemkomputerlaptopyangdigunakanonline|0
T_CA1_8,CA memiliki keandalan sistem komputer/Laptop yang di gunakan (online),CA memiliki keandalan sistem komputer/Laptop yang di gunakan (online),XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camemilikikeandalansistemkomputerlaptopyangdigunakanonline|0
T_CA2_10,CA memiliki pemahaman terhadap permintaan/permasalahan nasabah.1,CA memiliki pemahaman terhadap permintaan/permasalahan nasabah,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|camemilikipemahamanterhadappermintaanpermasalahannasabah|0
T_CA1_10,CA memiliki pemahaman terhadap permintaan/permasalahan nasabah,CA memiliki pemahaman terhadap permintaan/permasalahan nasabah,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camemilikipemahamanterhadappermintaanpermasalahannasabah|0
T_CA2_19,CA menawarkan bantuan lain ketika akan mengakhiri layanan.1,CA menawarkan bantuan lain ketika akan mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|camenawarkanbantuanlainketikaakanmengakhirilayanan|0
T_CA1_19,CA menawarkan bantuan lain ketika akan mengakhiri layanan,CA menawarkan bantuan lain ketika akan mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camenawarkanbantuanlainketikaakanmengakhirilayanan|0
T_CA2_17,CA mengucapkan terima kasih saat mengakhiri layanan.1,CA mengucapkan terima kasih saat mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,69,Ya,SATISFACTION,Customer Advisor|XYZ|camengucapkanterimakasihsaatmengakhirilayanan|0
T_CA1_17,CA mengucapkan terima kasih saat mengakhiri layanan,CA mengucapkan terima kasih saat mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camengucapkanterimakasihsaatmengakhirilayanan|0
T_CA2_2,CA selalu standby ketika dibutuhkan.1,CA selalu standby ketika dibutuhkan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|caselalustandbyketikadibutuhkan|0
T_CA1_2,CA selalu standby ketika dibutuhkan,CA selalu standby ketika dibutuhkan,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|caselalustandbyketikadibutuhkan|0
